Sample.ID,Tool,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22a,SBS22b,SBS24,SBS26,SBS28,SBS29,SBS30,SBS31,SBS35,SBS37,SBS38,SBS39,SBS40,SBS40a,SBS40b,SBS40c,SBS41,SBS44
Eso-AdenoCA::S.41,fitms_0.030,0,3232.02320130586,10842.8007829907,0,4577.49634936049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2895.75738441685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500.59448685788,0,0,0,0,0
Eso-AdenoCA::S.42,fitms_0.030,2559.56457944787,0,0,0,14613.3587135337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6130.80722494387,1636.13953695492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.43,fitms_0.030,2910.46190802365,0,0,0,6165.24136949715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838.22745278935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13843.8799782159,0,0,0,0,0
Eso-AdenoCA::S.44,fitms_0.030,0,0,0,0,5373.99408956884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0934396828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.45,fitms_0.030,2461.74648809518,0,2494.01474337153,0,12424.9916509853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4882.8402868267,11026.0823147359,0,0,0,0,0,0,0,0,8210.82951494152,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.46,fitms_0.030,1110.97690315601,0,0,0,7145.35046529798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811.05863051346,5185.41361310716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339.96193474038,0,0,0,0,0
Eso-AdenoCA::S.47,fitms_0.030,1899.19010853863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821.14360999935,0,0,0,6732.02580447099,6710.38261567859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.48,fitms_0.030,0,0,0,0,3227.18988282588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198.73361243623,4442.22351695909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3641.00970762417,0,0,0,0,0
Eso-AdenoCA::S.49,fitms_0.030,0,0,0,0,36360.3625434183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7549.40028326409,4704.01022899249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.50,fitms_0.030,0,0,0,0,8337.35733512767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264.68836281529,16556.0646313598,7472.73617746333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.51,fitms_0.030,0,0,0,0,15622.1715627912,0,0,0,0,0,0,0,0,0,0,1949.03806824292,0,0,0,4571.99381150238,4343.32692202099,8105.67152783561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.52,fitms_0.030,0,0,0,0,6403.57545920395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14813.6880135587,10030.336131956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7187.0905239461,0,0,0,0,0
Eso-AdenoCA::S.53,fitms_0.030,0,0,0,0,6340.81623402316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7164.57650025106,4522.82395334298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13630.0336186442,0,0,0,0,0
Eso-AdenoCA::S.54,fitms_0.030,1259.17811379235,0,0,0,2049.81255044485,0,0,0,0,0,0,0,0,0,0,1505.43788778034,0,0,0,0,11630.859469997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.55,fitms_0.030,0,0,0,0,12492.196519492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22340.8350593024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.56,fitms_0.030,1371.7688442898,0,0,0,7442.74210750445,0,0,0,0,0,0,0,0,0,0,726.150430552673,0,0,0,922.677327871549,1261.22330550089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.57,fitms_0.030,3907.34908019936,0,0,0,709.599106471954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040.15255982681,2454.98721663528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.58,fitms_0.030,2377.83688549088,0,0,0,7861.22679307712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24240.249152446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6866.52079118609,0,0,0,0,0
Eso-AdenoCA::S.59,fitms_0.030,0,0,2785.95734655339,0,9036.56574224452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11039.5903545978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7537.80114677922,0,0,0,0,0
Eso-AdenoCA::S.60,fitms_0.030,1297.90420097432,0,0,0,5619.35061524461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010.9794685402,2933.32443158304,4177.43714925102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.61,fitms_0.030,4139.59207493972,0,4883.49421865251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8757.81567178659,5521.29606618361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.62,fitms_0.030,2600.33774401201,1426.25457171091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9356.64602938639,5545.47701700877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.63,fitms_0.030,1199.26505098868,0,0,0,2327.0401164239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3416.96507524458,6467.31119638346,2536.38558107204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.64,fitms_0.030,1503.06725124999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10111.8103202117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5082.83051366878,0,0,0,0,0
Eso-AdenoCA::S.65,fitms_0.030,0,0,0,0,7772.41048202425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2815.28897867539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4497.17329945423,0,0,0,0,0
Eso-AdenoCA::S.66,fitms_0.030,0,0,0,0,18817.6382036971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13724.9562217585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.67,fitms_0.030,2588.73233758125,0,8988.35786907482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4215.80583941264,16509.2253081365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10821.8795807133,0,0,0,0,0
Eso-AdenoCA::S.68,fitms_0.030,1847.76651596471,0,0,0,4581.24667190071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4797.65646316358,6061.47874155608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14273.843865141,0,0,0,0,0
Eso-AdenoCA::S.69,fitms_0.030,1740.44453024753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9546.82267197058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6772.39451657138,0,0,0,0,0
Eso-AdenoCA::S.70,fitms_0.030,2783.01949363491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8525.9732683097,12737.8301282807,0,0,0,0,0,0,0,0,2091.51585522061,0,0,0,0,0,0,0,4490.85894826414,0,0,0,0,0
Eso-AdenoCA::S.71,fitms_0.030,0,0,0,0,1541.84147990365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550.10275454296,3773.42328533447,5715.7622459012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5199.37483322868,0,0,0,0,0
Eso-AdenoCA::S.72,fitms_0.030,3397.49429138263,0,0,0,4487.6750191924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17090.5542970241,3599.02374052763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485.47926682607,0,0,0,0,0
Eso-AdenoCA::S.73,fitms_0.030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7466.55872736941,2263.06922322575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12819.7263415579,0,0,0,0,0
Eso-AdenoCA::S.74,fitms_0.030,0,0,0,0,5934.82736860933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12961.1607195997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9152.69680834247,0,0,0,0,0
Eso-AdenoCA::S.75,fitms_0.030,1886.44039009604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12158.7718444123,2579.47164869971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.76,fitms_0.030,2427.68821797899,685.017583355576,1153.08672077605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176.12075996438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5567.11209643578,0,0,0,0,0
Eso-AdenoCA::S.77,fitms_0.030,1449.99494906808,0,7951.72944822853,0,2231.00232980563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313.50425721908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.78,fitms_0.030,0,0,0,0,21401.6077456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8553.90094238608,0,0,0,0,0
Eso-AdenoCA::S.79,fitms_0.030,3504.72823388978,0,1303.34264277055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428.02990382432,2810.83271778488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13620.4572696116,0,0,0,0,0
Eso-AdenoCA::S.80,fitms_0.030,0,0,0,0,11263.0997283426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11042.4579956658,6295.61929716093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4810.12006084141,0,0,0,0,0
Eso-AdenoCA::S.81,fitms_0.030,0,0,0,0,3496.55659238578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25682.3079828527,0,5504.94903044113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3987.61083629563,0,0,0,0,0
Eso-AdenoCA::S.82,fitms_0.030,4067.61740555853,0,0,0,7350.96388317651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527.08744038056,7230.7763644556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812.93545755585,0,0,0,0,0
Eso-AdenoCA::S.83,fitms_0.030,0,0,0,0,14052.7293401863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8407.10033774936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.15035992201,0,0,0,0,0
Eso-AdenoCA::S.84,fitms_0.030,0,0,0,0,3058.46486071546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742.38878683954,18598.1624193448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12564.3850511965,0,0,0,0,0
Eso-AdenoCA::S.85,fitms_0.030,0,0,0,0,5767.60844740044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4305.36494019037,16398.1289057703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685.86119928134,0,0,0,0,0
Eso-AdenoCA::S.86,fitms_0.030,0,0,4333.68742833772,0,22335.5328167388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16163.8534332955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.87,fitms_0.030,3437.97727751231,2467.64228416801,0,0,7497.3968282279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935.79474083899,15808.4175301045,5059.77142460991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.88,fitms_0.030,0,0,0,0,7790.66253207122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301.91929802034,0,3104.4942859239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.89,fitms_0.030,0,0,12995.7827678716,0,2713.24992537638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13219.1828745031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8341.09996639969,0,0,0,0,0
Eso-AdenoCA::S.90,fitms_0.030,0,0,0,0,27442.7777671043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12929.6656682117,4760.47019729699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4872.72449063189,0,0,0,0,0
Eso-AdenoCA::S.91,fitms_0.030,1832.23163141013,0,0,0,12659.3204731377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666.98324984733,0,0,0,0,0
Eso-AdenoCA::S.92,fitms_0.030,0,0,0,0,19837.7131216365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6156.44481364167,5838.89168872294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.93,fitms_0.030,0,0,0,0,2655.85805828453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034.60215305952,4424.04318728864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19358.1264193415,0,0,0,0,0
Eso-AdenoCA::S.94,fitms_0.030,0,0,0,0,23253.280229442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16139.0763574827,5308.51572874137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.95,fitms_0.030,1392.15636204285,0,0,0,1460.40451418858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11875.5062603191,0,0,0,0,0
Eso-AdenoCA::S.96,fitms_0.030,1481.44504431122,0,0,0,1889.69242601204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10360.899955788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13383.9146652766,0,0,0,0,0
Eso-AdenoCA::S.97,fitms_0.030,2736.9283449038,0,0,0,4548.73395702082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5515.12886365603,1972.85992217603,1271.95295043841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4284.80939671626,0,0,0,0,0
Eso-AdenoCA::S.98,fitms_0.030,1952.71774563422,0,0,0,3657.64075604161,0,0,0,0,0,0,0,0,0,0,1026.7452656735,0,0,0,2265.70043188893,5765.24232044729,2324.37881618546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.99,fitms_0.030,0,0,7675.49161501523,0,13104.3934295353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5505.56955811498,0,5634.17905516424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.100,fitms_0.030,1738.48101965966,0,0,0,12361.0123814224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4393.78487847444,2517.17532774026,4476.27922738911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.1,fitms_0.030,0,0,0,2758.07127464172,4673.86251469863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590.75406310604,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.2,fitms_0.030,0,0,0,4497.07989637605,5176.39111942246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5616.18305115613,0,0,0,0,0
Liver-HCC::S.3,fitms_0.030,0,0,0,0,11442.7004958697,0,0,0,0,0,0,0,0,0,2351.44992124018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374.94911823419,0,0,0,0,0
Liver-HCC::S.4,fitms_0.030,0,0,0,0,7986.06671869741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.5,fitms_0.030,0,0,0,2094.58356456702,2490.29157637127,0,0,0,0,0,0,0,0,0,0,0,0,0,2167.05640820993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.6,fitms_0.030,0,0,0,0,7524.22969538512,0,0,0,0,0,0,0,0,0,1075.78371272682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6424.38294931529,0,0,0,0,0
Liver-HCC::S.7,fitms_0.030,0,0,0,0,3313.47244500898,0,0,0,0,0,0,0,0,0,2609.27280215928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.8,fitms_0.030,0,0,0,0,5814.38304310421,0,0,0,0,0,0,0,0,0,472.367100623637,0,0,0,349.823205689744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.9,fitms_0.030,0,0,0,0,8171.88491491817,0,0,0,0,0,0,0,0,0,2082.24443001173,0,0,0,625.710214245625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.10,fitms_0.030,0,0,0,0,8954.70340494375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.692480705448,0,0,0,0,0,0,985.632125410185,0,0,0,0,0
Liver-HCC::S.11,fitms_0.030,0,0,0,2221.79919486459,9204.9408376935,0,0,0,0,0,0,0,0,0,835.281395038724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.22664199303,0,0,0,0,0
Liver-HCC::S.12,fitms_0.030,0,0,0,1926.09431436659,2356.24278545126,0,0,0,0,0,0,0,0,0,1261.89821541201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.13,fitms_0.030,0,0,0,0,17171.8536610697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1824.52534107538,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.14,fitms_0.030,0,0,0,0,5208.15862488786,0,0,0,0,0,0,0,0,0,2612.59164527607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977.704388419222,0,0,0,0,0,0,3783.27708842391,0,0,0,0,0
Liver-HCC::S.15,fitms_0.030,0,0,0,0,1230.64838734073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506.14504080406,0,0,0,0,0,0,2439.97594465248,0,0,0,0,0
Liver-HCC::S.16,fitms_0.030,0,0,0,0,9078.36075346931,0,0,0,0,0,0,0,0,0,1216.79802083287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.17,fitms_0.030,0,0,0,0,6291.9348872733,0,0,0,0,0,0,0,0,0,5610.4235486269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.18,fitms_0.030,474.871971714127,0,0,0,2320.63454275178,0,0,0,0,0,0,0,0,0,1632.86912912134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.99876787484,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.19,fitms_0.030,0,0,0,0,8113.18111563827,0,0,0,0,0,0,0,0,0,2102.22963978996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075.34876785988,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.20,fitms_0.030,0,0,0,0,4104.16962912537,0,0,0,0,0,0,0,0,0,2108.82173305392,0,0,0,1052.47892753731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.21,fitms_0.030,0,0,0,0,13274.2007402153,0,0,0,0,0,0,0,0,0,0,0,0,0,856.348008900299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.22,fitms_0.030,0,0,0,0,1351.03101019465,0,0,0,0,0,0,0,0,0,3050.36918611568,0,0,0,444.177488634765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.23,fitms_0.030,0,0,0,0,5622.84721503016,0,0,0,0,0,0,0,0,0,4825.07179695864,0,0,0,564.594592388359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.24,fitms_0.030,0,0,0,0,3057.59004346749,0,0,0,0,0,0,0,0,0,0,0,0,0,272.765702765349,0,0,0,0,0,0,0,0,0,0,0,0,1398.47728288233,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.25,fitms_0.030,0,0,0,0,9893.50082583272,0,0,0,0,0,0,0,0,0,2302.44115650979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.26,fitms_0.030,0,0,0,0,8548.81852551984,0,0,0,0,0,0,0,0,0,3439.48847177818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.27,fitms_0.030,0,0,0,1811.37600827655,5686.01811487398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.48357102076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.28,fitms_0.030,0,0,0,0,4674.88074293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4156.9547527566,0,0,0,0,0
Liver-HCC::S.29,fitms_0.030,0,0,0,0,6679.69389705708,0,0,0,0,0,0,0,0,0,2676.00377219463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.30,fitms_0.030,0,0,0,0,2312.30985960191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.877892012539,0,0,0,0,0,0,255.071568171019,0,0,0,0,0
Liver-HCC::S.31,fitms_0.030,0,0,0,0,4484.62687444217,0,0,0,0,0,0,0,0,0,3495.52874563264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3014.7182625648,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.32,fitms_0.030,0,0,0,0,4065.31542540246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536.26145351951,0,0,0,0,0,0,4300.85547243295,0,0,0,0,0
Liver-HCC::S.33,fitms_0.030,0,0,0,0,6189.00357104987,0,0,0,0,0,0,0,0,0,2341.09680647168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.34,fitms_0.030,0,0,0,0,4961.20703268604,0,0,0,0,0,0,0,0,0,6331.11566097268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.991933632259,0,0,0,0,0
Liver-HCC::S.35,fitms_0.030,0,0,0,0,4955.64839433253,0,0,0,0,0,0,0,0,0,3814.14282255547,0,0,0,745.066821549904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::MSI-H.S.36,fitms_0.030,0,0,0,0,4832.38295434059,0,0,0,0,0,0,0,0,0,0,0,849.409426387536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.37,fitms_0.030,0,0,0,0,9112.87411566681,0,0,0,0,0,0,0,0,0,1756.43003237596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326.81771533166,0,0,0,0,0,0,0,0,0
Liver-HCC::S.38,fitms_0.030,0,0,0,0,3632.33631187792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017.90655939356,0,0,0,0,396.407164721695,0,0,0,0,0
Liver-HCC::S.39,fitms_0.030,0,0,0,0,6131.44559348439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12933.7587329033,0,0,0,0,0
Liver-HCC::S.40,fitms_0.030,0,0,0,3199.1149372151,11234.9954801095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.41,fitms_0.030,0,0,0,0,6977.81622639859,0,0,0,0,0,0,0,0,0,5588.53646473522,0,0,0,2187.0328578936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.42,fitms_0.030,0,0,0,0,9679.25652937989,0,0,0,0,0,0,0,0,0,646.637647243524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.43,fitms_0.030,0,0,0,0,3015.30534484237,0,0,0,0,0,0,0,0,0,2421.20890164008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593.2255164901,0,0,0,0,0,0,2388.54043100738,0,0,0,0,0
Liver-HCC::S.44,fitms_0.030,0,0,0,0,11100.9714899158,0,0,0,0,0,0,0,0,0,4202.08167835718,0,0,0,1921.96268042811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.45,fitms_0.030,0,0,0,0,6537.17975920142,0,0,0,0,0,0,0,0,0,3301.43503620592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.46,fitms_0.030,0,0,0,4248.03147592543,10343.2934486883,0,0,0,0,0,0,0,0,0,1819.24926467991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.20517591578,0,0,0,0,0
Liver-HCC::S.47,fitms_0.030,0,0,0,4202.25886879127,9320.85556890605,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.89240548085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
